,date,lme_copper_cash,lme_copper_three_month,lme_copper_stock
2716,15. July 2011,"9,606.00","9,628.00","462,025"
2717,14. July 2011,"9,655.00","9,670.50","462,025"
2718,13. July 2011,"9,658.50","9,685.50","461,975"
2719,12. July 2011,"9,500.50","9,520.00","461,625"
2720,11. July 2011,"9,556.00","9,580.00","461,625"
2721,08. July 2011,"9,713.00","9,738.00","461,850"
2722,07. July 2011,"9,537.00","9,555.00","461,950"
2723,06. July 2011,"9,432.00","9,460.00","461,275"
2724,05. July 2011,"9,405.50","9,415.00","462,500"
2725,04. July 2011,"9,411.00","9,435.00","462,725"
2726,01. July 2011,"9,405.00","9,415.50","463,450"
2727,30. June 2011,"9,301.00","9,315.00","465,250"
2728,29. June 2011,"9,176.00","9,195.00","467,025"
2729,28. June 2011,"8,995.50","9,020.00","468,375"
2730,27. June 2011,"9,000.50","9,001.00","470,525"
2731,24. June 2011,"9,045.00","9,055.00","473,700"
2732,23. June 2011,"8,978.50","8,979.00","474,025"
2733,22. June 2011,"9,007.00","9,010.00","474,525"
2734,21. June 2011,"9,060.00","9,070.00","472,825"
2735,20. June 2011,"8,935.00","8,951.50","471,850"
2736,17. June 2011,"9,101.50","9,115.00","470,825"
2737,16. June 2011,"9,011.50","9,020.00","472,150"
2738,15. June 2011,"9,147.00","9,156.00","472,625"
2739,14. June 2011,"9,010.00","9,015.50","473,675"
2740,13. June 2011,"8,895.00","8,896.50","475,750"
2741,10. June 2011,"9,000.50","9,015.50","477,925"
2742,09. June 2011,"8,950.50","8,964.00","477,850"
2743,08. June 2011,"8,970.50","8,981.00","477,150"
2744,07. June 2011,"9,092.00","9,112.00","476,750"
2745,06. June 2011,"9,098.00","9,116.00","475,700"
2746,03. June 2011,"9,016.00","9,035.00","473,475"
2747,02. June 2011,"9,037.50","9,050.50","473,500"
2748,01. June 2011,"9,171.00","9,180.50","470,850"
2749,31. May 2011,"9,224.50","9,237.50","467,775"
2750,27. May 2011,"9,151.00","9,151.00","469,475"
2751,26. May 2011,"8,990.50","9,010.00","468,225"
2752,25. May 2011,"9,019.00","9,020.50","469,375"
2753,24. May 2011,"8,881.50","8,895.00","469,250"
2754,23. May 2011,"8,831.00","8,861.00","468,175"
2755,20. May 2011,"8,982.50","9,005.00","466,250"
2756,19. May 2011,"9,006.50","9,035.00","467,025"
2757,18. May 2011,"8,896.50","8,931.00","467,800"
2758,17. May 2011,"8,863.00","8,881.00","467,575"
2759,16. May 2011,"8,710.00","8,744.00","467,075"
2760,13. May 2011,"8,857.00","8,880.00","468,525"
2761,12. May 2011,"8,536.50","8,548.00","467,725"
2762,11. May 2011,"8,750.50","8,775.00","468,350"
2763,10. May 2011,"8,935.50","8,965.00","468,325"
2764,09. May 2011,"8,908.00","8,930.50","468,600"
2765,06. May 2011,"8,790.00","8,774.50","467,175"
2766,05. May 2011,"8,791.00","8,820.50","467,450"
2767,04. May 2011,"9,171.50","9,200.00","463,925"
2768,03. May 2011,"9,245.00","9,256.00","463,800"
2769,28. April 2011,"9,370.50","9,390.50","463,650"
2770,27. April 2011,"9,348.50","9,380.00","463,500"
2771,26. April 2011,"9,455.50","9,493.00","460,100"
2772,21. April 2011,"9,611.00","9,645.50","456,275"
2773,20. April 2011,"9,450.50","9,475.00","453,700"
2774,19. April 2011,"9,279.00","9,310.00","451,950"
2775,18. April 2011,"9,356.50","9,375.50","451,775"
2776,15. April 2011,"9,420.00","9,432.00","450,425"
2777,14. April 2011,"9,326.50","9,352.00","450,800"
2778,13. April 2011,"9,625.50","9,647.00","449,925"
2779,12. April 2011,"9,670.50","9,690.50","446,700"
2780,11. April 2011,"9,781.50","9,814.00","445,700"
2781,08. April 2011,"9,823.00","9,851.00","444,175"
2782,07. April 2011,"9,697.00","9,717.50","442,375"
2783,06. April 2011,"9,475.50","9,505.00","440,875"
2784,05. April 2011,"9,251.50","9,272.00","442,325"
2785,04. April 2011,"9,420.00","9,440.00","437,900"
2786,01. April 2011,"9,336.00","9,352.00","438,850"
2787,31. March 2011,"9,399.50","9,408.50","439,850"
2788,30. March 2011,"9,519.50","9,535.00","439,725"
2789,29. March 2011,"9,450.00","9,455.50","439,500"
2790,28. March 2011,"9,545.00","9,575.00","439,900"
2791,25. March 2011,"9,715.00","9,730.50","439,275"
2792,24. March 2011,"9,695.50","9,711.00","434,625"
2793,23. March 2011,"9,704.00","9,705.00","434,150"
2794,22. March 2011,"9,450.00","9,459.50","434,350"
2795,21. March 2011,"9,519.00","9,525.00","430,500"
2796,18. March 2011,"9,525.00","9,525.00","429,650"
2797,17. March 2011,"9,440.00","9,455.00","428,800"
2798,16. March 2011,"9,354.50","9,355.00","426,975"
2799,15. March 2011,"8,980.00","8,991.00","425,950"
2800,14. March 2011,"9,205.50","9,235.00","426,000"
2801,11. March 2011,"9,048.00","9,073.00","425,875"
2802,10. March 2011,"9,195.50","9,210.00","425,475"
2803,09. March 2011,"9,610.00","9,629.00","425,725"
2804,08. March 2011,"9,420.00","9,431.00","426,500"
2805,07. March 2011,"9,840.50","9,854.00","427,150"
2806,04. March 2011,"9,970.50","9,980.00","425,300"
2807,03. March 2011,"9,889.50","9,910.00","424,050"
2808,02. March 2011,"9,820.50","9,830.00","423,550"
2809,01. March 2011,"9,908.00","9,920.00","420,275"
2810,28. February 2011,"9,857.50","9,845.00","421,000"
2811,25. February 2011,"9,700.00","9,675.00","416,825"
2812,24. February 2011,"9,440.00","9,440.00","412,675"
2813,23. February 2011,"9,491.00","9,512.00","411,700"
2814,22. February 2011,"9,655.00","9,650.50","411,750"
2815,21. February 2011,"9,829.50","9,815.00","411,475"
2816,18. February 2011,"9,806.00","9,800.00","407,925"
2817,17. February 2011,"9,800.00","9,790.00","407,200"
2818,16. February 2011,"9,925.00","9,905.00","405,800"
2819,15. February 2011,"10,106.50","10,110.00","402,425"
2820,14. February 2011,"10,148.00","10,124.00","401,775"
2821,11. February 2011,"9,920.50","9,905.50","396,725"
2822,10. February 2011,"9,875.50","9,865.00","396,950"
2823,09. February 2011,"10,000.00","9,973.00","396,400"
2824,08. February 2011,"9,930.50","9,925.00","392,025"
2825,07. February 2011,"10,145.00","10,120.00","393,525"
2826,04. February 2011,"9,986.00","9,978.00","394,150"
2827,03. February 2011,"9,950.50","9,941.00","394,475"
2828,02. February 2011,"9,945.00","9,920.00","393,775"
2829,01. February 2011,"9,840.50","9,810.00","393,925"
2830,31. January 2011,"9,720.00","9,680.00","394,025"
2831,28. January 2011,"9,590.00","9,585.00","398,075"
2832,27. January 2011,"9,490.00","9,471.00","397,275"
2833,26. January 2011,"9,376.00","9,370.00","394,700"
2834,25. January 2011,"9,330.00","9,316.50","389,075"
2835,24. January 2011,"9,509.00","9,480.00","381,500"
2836,21. January 2011,"9,485.00","9,455.00","381,300"
2837,20. January 2011,"9,485.00","9,465.00","380,525"
2838,19. January 2011,"9,788.00","9,756.00","381,750"
2839,18. January 2011,"9,740.00","9,715.00","377,925"
2840,17. January 2011,"9,690.00","9,651.50","379,000"
2841,14. January 2011,"9,591.00","9,572.00","376,225"
2842,13. January 2011,"9,622.00","9,620.00","377,350"
2843,12. January 2011,"9,625.00","9,618.00","378,175"
2844,11. January 2011,"9,484.00","9,472.00","379,650"
2845,10. January 2011,"9,384.00","9,360.50","378,300"
2846,07. January 2011,"9,399.00","9,390.00","379,525"
2847,06. January 2011,"9,591.00","9,572.00","379,400"
2848,05. January 2011,"9,461.00","9,434.50","379,250"
2849,04. January 2011,"9,754.00","9,715.50","377,675"
2850,31. December 2010,"9,739.50","9,665.00","377,550"
2851,30. December 2010,"9,580.00","9,514.50","376,000"
2852,29. December 2010,"9,465.00","9,430.00","370,950"
2853,24. December 2010,"9,391.00","9,332.00","370,725"
2854,23. December 2010,"9,270.00","9,241.00","367,725"
2855,22. December 2010,"9,414.50","9,359.00","363,950"
2856,21. December 2010,"9,410.00","9,353.50","362,725"
2857,20. December 2010,"9,250.00","9,206.00","362,575"
2858,17. December 2010,"9,101.50","9,072.50","361,400"
2859,16. December 2010,"9,050.00","9,020.00","360,800"
2860,15. December 2010,"9,101.00","9,060.00","357,950"
2861,14. December 2010,"9,260.00","9,208.50","350,900"
2862,13. December 2010,"9,211.00","9,141.00","350,450"
2863,10. December 2010,"9,116.00","9,069.00","348,625"
2864,09. December 2010,"9,041.50","9,011.00","349,450"
2865,08. December 2010,"8,882.00","8,849.00","350,250"
2866,07. December 2010,"9,024.00","8,986.00","351,375"
2867,06. December 2010,"8,780.00","8,729.50","352,375"
2868,03. December 2010,"8,754.00","8,707.00","353,625"
2869,02. December 2010,"8,711.50","8,670.50","352,425"
2870,01. December 2010,"8,540.00","8,499.00","354,850"
2871,30. November 2010,"8,375.00","8,286.00","355,750"
2872,29. November 2010,"8,319.50","8,260.00","356,550"
2873,26. November 2010,"8,288.00","8,235.00","357,000"
2874,25. November 2010,"8,290.00","8,251.00","356,550"
2875,24. November 2010,"8,254.50","8,245.00","357,125"
2876,23. November 2010,"8,149.00","8,120.00","358,050"
2877,22. November 2010,"8,405.50","8,376.00","359,000"
2878,19. November 2010,"8,409.00","8,391.50","359,825"
2879,18. November 2010,"8,386.00","8,360.00","360,600"
2880,17. November 2010,"8,145.00","8,110.00","361,125"
2881,16. November 2010,"8,483.50","8,470.00","361,975"
2882,15. November 2010,"8,590.00","8,565.00","362,700"
2883,12. November 2010,"8,715.00","8,681.50","362,775"
2884,11. November 2010,"8,925.00","8,925.00","362,950"
2885,10. November 2010,"8,729.00","8,720.00","363,950"
2886,09. November 2010,"8,844.50","8,835.00","364,875"
2887,08. November 2010,"8,672.00","8,680.00","365,200"
2888,05. November 2010,"8,700.00","8,710.50","366,350"
2889,04. November 2010,"8,521.50","8,539.00","367,325"
2890,03. November 2010,"8,400.50","8,405.00","366,075"
2891,02. November 2010,"8,396.00","8,419.00","366,950"
2892,01. November 2010,"8,339.00","8,335.00","367,575"
2893,29. October 2010,"8,225.00","8,220.00","368,500"
2894,28. October 2010,"8,332.00","8,340.00","368,025"
2895,27. October 2010,"8,332.00","8,345.00","368,600"
2896,26. October 2010,"8,466.00","8,474.50","367,475"
2897,25. October 2010,"8,501.00","8,502.00","368,375"
2898,22. October 2010,"8,309.50","8,325.00","368,825"
2899,21. October 2010,"8,406.00","8,424.00","370,000"
2900,20. October 2010,"8,250.00","8,272.00","370,750"
2901,19. October 2010,"8,295.00","8,315.00","369,950"
2902,18. October 2010,"8,340.50","8,344.50","370,450"
2903,15. October 2010,"8,362.50","8,371.00","371,025"
2904,14. October 2010,"8,412.00","8,415.50","371,500"
2905,13. October 2010,"8,400.00","8,410.50","371,275"
2906,12. October 2010,"8,266.00","8,271.00","371,750"
2907,11. October 2010,"8,335.50","8,326.00","372,475"
2908,08. October 2010,"8,104.50","8,115.00","372,000"
2909,07. October 2010,"8,262.00","8,286.00","373,450"
2910,06. October 2010,"8,215.50","8,239.00","374,125"
2911,05. October 2010,"8,125.00","8,140.00","374,100"
2912,04. October 2010,"8,085.50","8,120.00","374,450"
2913,01. October 2010,"8,115.00","8,132.00","373,800"
2914,30. September 2010,"8,053.50","8,055.00","374,150"
2915,29. September 2010,"8,016.50","8,030.00","375,100"
2916,28. September 2010,"7,866.00","7,861.00","375,275"
2917,27. September 2010,"7,922.00","7,940.00","378,125"
2918,24. September 2010,"7,911.00","7,905.50","380,225"
2919,23. September 2010,"7,876.50","7,885.00","380,125"
2920,22. September 2010,"7,705.50","7,710.00","382,100"
2921,21. September 2010,"7,695.00","7,696.00","380,025"
2922,20. September 2010,"7,735.50","7,752.00","382,500"
2923,17. September 2010,"7,756.00","7,770.00","384,200"
2924,16. September 2010,"7,670.00","7,685.00","387,150"
2925,15. September 2010,"7,595.00","7,610.50","389,500"
2926,14. September 2010,"7,517.00","7,541.00","390,525"
2927,13. September 2010,"7,630.00","7,631.00","390,450"
2928,10. September 2010,"7,525.00","7,545.00","391,400"
2929,09. September 2010,"7,532.00","7,561.00","393,375"
2930,08. September 2010,"7,620.00","7,635.00","394,500"
2931,07. September 2010,"7,520.00","7,524.00","395,475"
2932,06. September 2010,"7,660.50","7,675.00","396,875"
2933,03. September 2010,"7,631.50","7,646.00","397,675"
2934,02. September 2010,"7,625.50","7,640.50","399,475"
2935,01. September 2010,"7,540.50","7,545.00","398,775"
2936,31. August 2010,"7,355.50","7,360.50","398,525"
2937,27. August 2010,"7,287.00","7,301.00","400,100"
2938,26. August 2010,"7,195.50","7,225.00","401,250"
2939,25. August 2010,"7,067.00","7,095.00","402,425"
2940,24. August 2010,"7,171.00","7,197.00","403,825"
2941,23. August 2010,"7,250.00","7,250.00","402,200"
2942,20. August 2010,"7,205.50","7,219.50","401,725"
2943,19. August 2010,"7,442.00","7,461.50","403,525"
2944,18. August 2010,"7,353.50","7,375.00","403,300"
2945,17. August 2010,"7,315.50","7,350.00","405,025"
2946,16. August 2010,"7,205.00","7,220.00","406,700"
2947,13. August 2010,"7,200.00","7,220.00","408,550"
2948,12. August 2010,"7,180.00","7,199.00","409,075"
2949,11. August 2010,"7,204.00","7,227.00","406,325"
2950,10. August 2010,"7,225.00","7,252.00","408,375"
2951,09. August 2010,"7,425.00","7,460.00","410,475"
2952,06. August 2010,"7,420.00","7,440.00","412,625"
2953,05. August 2010,"7,395.00","7,421.00","413,075"
2954,04. August 2010,"7,370.50","7,402.00","413,950"
2955,03. August 2010,"7,360.00","7,380.00","414,075"
2956,02. August 2010,"7,336.00","7,367.00","413,075"
2957,30. July 2010,"7,195.00","7,217.50","413,500"
2958,29. July 2010,"7,206.00","7,234.00","411,525"
2959,28. July 2010,"7,120.00","7,145.50","411,425"
2960,27. July 2010,"7,091.50","7,121.00","413,800"
2961,26. July 2010,"6,995.50","7,027.00","416,275"
2962,23. July 2010,"6,995.00","7,021.00","419,650"
2963,22. July 2010,"6,920.50","6,942.00","416,525"
2964,21. July 2010,"6,771.00","6,791.00","417,625"
2965,20. July 2010,"6,526.00","6,548.00","419,600"
2966,19. July 2010,"6,514.00","6,512.00","422,850"
2967,16. July 2010,"6,650.00","6,669.00","426,425"
2968,15. July 2010,"6,656.00","6,679.00","427,725"
2969,14. July 2010,"6,694.50","6,712.50","428,500"
2970,13. July 2010,"6,596.00","6,610.00","432,550"
2971,12. July 2010,"6,630.50","6,656.00","435,250"
2972,09. July 2010,"6,680.50","6,710.00","436,900"
2973,08. July 2010,"6,641.00","6,671.00","439,000"
2974,07. July 2010,"6,545.00","6,575.00","439,350"
2975,06. July 2010,"6,523.00","6,556.00","441,700"
2976,05. July 2010,"6,440.00","6,466.00","444,500"
2977,02. July 2010,"6,430.50","6,480.00","447,300"
2978,01. July 2010,"6,354.00","6,389.00","449,425"
2979,30. June 2010,"6,515.00","6,541.50","451,100"
2980,29. June 2010,"6,585.00","6,613.50","451,950"
2981,28. June 2010,"6,800.00","6,826.00","453,175"
2982,25. June 2010,"6,604.50","6,636.00","454,250"
2983,24. June 2010,"6,525.50","6,570.00","454,700"
2984,23. June 2010,"6,576.00","6,610.00","456,425"
2985,22. June 2010,"6,460.00","6,490.00","456,850"
2986,21. June 2010,"6,607.00","6,645.00","456,950"
2987,18. June 2010,"6,315.50","6,340.00","457,425"
2988,17. June 2010,"6,480.50","6,510.00","460,175"
2989,16. June 2010,"6,592.50","6,622.00","459,150"
2990,15. June 2010,"6,625.00","6,655.00","461,525"
2991,14. June 2010,"6,610.00","6,635.00","463,175"
2992,11. June 2010,"6,462.00","6,494.00","465,000"
2993,10. June 2010,"6,292.00","6,325.00","466,400"
2994,09. June 2010,"6,295.50","6,315.50","468,175"
2995,08. June 2010,"6,091.00","6,125.00","469,850"
2996,07. June 2010,"6,157.00","6,181.50","470,750"
2997,04. June 2010,"6,450.00","6,481.00","473,000"
2998,03. June 2010,"6,620.50","6,670.00","474,300"
2999,02. June 2010,"6,605.00","6,637.00","475,225"
3000,01. June 2010,"6,715.00","6,737.00","475,575"
3001,28. May 2010,"6,926.00","6,965.00","476,725"
3002,27. May 2010,"6,875.50","6,910.00","477,775"
3003,26. May 2010,"6,836.00","6,861.00","479,050"
3004,25. May 2010,"6,685.00","6,731.00","479,325"
3005,24. May 2010,"6,770.50","6,805.00","479,575"
3006,21. May 2010,"6,639.00","6,665.00","479,825"
3007,20. May 2010,"6,500.00","6,530.00","481,300"
3008,19. May 2010,"6,465.50","6,502.00","482,225"
3009,18. May 2010,"6,605.50","6,636.50","483,150"
3010,17. May 2010,"6,721.00","6,752.00","484,175"
3011,14. May 2010,"6,955.50","6,987.00","484,075"
3012,13. May 2010,"7,010.50","7,051.00","485,150"
3013,12. May 2010,"7,082.00","7,125.00","486,375"
3014,11. May 2010,"6,885.00","6,915.00","487,450"
3015,10. May 2010,"7,165.50","7,205.00","489,300"
3016,07. May 2010,"6,872.00","6,920.00","490,875"
3017,06. May 2010,"6,945.00","6,999.00","492,700"
3018,05. May 2010,"6,801.00","6,848.00","493,275"
3019,04. May 2010,"7,175.50","7,200.00","496,975"
3020,30. April 2010,"7,365.00","7,395.50","499,300"
3021,29. April 2010,"7,395.00","7,430.00","502,550"
3022,28. April 2010,"7,410.50","7,449.00","504,025"
3023,27. April 2010,"7,645.00","7,691.00","505,350"
3024,26. April 2010,"7,760.00","7,795.00","506,125"
3025,23. April 2010,"7,660.00","7,700.00","507,150"
3026,22. April 2010,"7,661.00","7,705.00","507,125"
3027,21. April 2010,"7,666.00","7,705.00","507,800"
3028,20. April 2010,"7,787.00","7,825.00","507,525"
3029,19. April 2010,"7,656.00","7,685.00","507,875"
3030,16. April 2010,"7,905.50","7,941.00","509,400"
3031,15. April 2010,"7,875.00","7,900.00","510,425"
3032,14. April 2010,"7,924.50","7,965.00","509,650"
3033,13. April 2010,"7,845.00","7,876.00","510,625"
3034,12. April 2010,"7,915.00","7,950.00","511,075"
3035,09. April 2010,"7,896.00","7,935.00","511,925"
3036,08. April 2010,"7,795.50","7,835.00","511,250"
3037,07. April 2010,"7,908.00","7,940.00","510,650"
3038,06. April 2010,"7,950.50","7,971.00","512,575"
3039,01. April 2010,"7,881.00","7,920.00","512,450"
3040,31. March 2010,"7,830.00","7,841.50","514,325"
3041,30. March 2010,"7,786.00","7,825.00","514,900"
3042,29. March 2010,"7,635.00","7,660.00","515,525"
3043,26. March 2010,"7,490.50","7,535.00","516,925"
3044,25. March 2010,"7,347.00","7,378.50","518,825"
3045,24. March 2010,"7,310.50","7,341.50","520,450"
3046,23. March 2010,"7,404.50","7,435.50","520,675"
3047,22. March 2010,"7,300.50","7,342.00","522,075"
3048,19. March 2010,"7,461.00","7,509.00","522,975"
3049,18. March 2010,"7,476.00","7,515.00","524,175"
3050,17. March 2010,"7,488.00","7,517.00","525,575"
3051,16. March 2010,"7,341.50","7,390.50","528,050"
3052,15. March 2010,"7,330.00","7,301.00","531,200"
3053,12. March 2010,"7,470.00","7,498.50","532,575"
3054,11. March 2010,"7,384.50","7,410.50","535,650"
3055,10. March 2010,"7,524.00","7,570.00","538,175"
3056,09. March 2010,"7,395.00","7,435.00","538,875"
3057,08. March 2010,"7,541.50","7,581.00","541,575"
3058,05. March 2010,"7,466.50","7,498.00","543,150"
3059,04. March 2010,"7,485.50","7,527.00","544,225"
3060,03. March 2010,"7,483.50","7,520.00","550,575"
3061,02. March 2010,"7,359.00","7,390.00","552,325"
3062,01. March 2010,"7,335.00","7,360.00","551,250"
3063,26. February 2010,"7,072.00","7,096.00","549,725"
3064,25. February 2010,"7,046.00","7,080.00","550,225"
3065,24. February 2010,"7,032.00","7,061.00","552,675"
3066,23. February 2010,"7,227.00","7,261.00","554,325"
3067,22. February 2010,"7,338.00","7,365.00","555,025"
3068,19. February 2010,"7,193.00","7,223.00","554,775"
3069,18. February 2010,"7,086.00","7,110.50","555,075"
3070,17. February 2010,"7,119.50","7,145.00","549,900"
3071,16. February 2010,"6,940.00","6,970.00","549,900"
3072,15. February 2010,"6,841.00","6,855.00","549,125"
3073,12. February 2010,"6,766.00","6,775.00","547,775"
3074,11. February 2010,"6,672.50","6,705.00","545,300"
3075,10. February 2010,"6,610.50","6,630.00","541,825"
3076,09. February 2010,"6,485.00","6,535.00","541,050"
3077,08. February 2010,"6,329.00","6,346.50","541,100"
3078,05. February 2010,"6,242.00","6,260.50","541,150"
3079,04. February 2010,"6,571.00","6,590.00","539,425"
3080,03. February 2010,"6,853.00","6,871.50","540,475"
3081,02. February 2010,"6,865.00","6,875.00","541,150"
3082,01. February 2010,"6,675.00","6,694.00","543,525"
3083,29. January 2010,"6,854.00","6,868.00","541,050"
3084,28. January 2010,"7,042.00","7,065.00","540,175"
3085,27. January 2010,"7,244.00","7,268.00","538,600"
3086,26. January 2010,"7,306.00","7,331.00","533,575"
3087,25. January 2010,"7,409.00","7,426.00","533,400"
3088,22. January 2010,"7,240.00","7,260.00","534,200"
3089,21. January 2010,"7,347.00","7,379.00","534,650"
3090,20. January 2010,"7,446.00","7,460.00","526,650"
3091,19. January 2010,"7,442.00","7,475.00","526,750"
3092,18. January 2010,"7,507.00","7,525.00","523,450"
3093,15. January 2010,"7,405.50","7,438.00","525,475"
3094,14. January 2010,"7,454.00","7,486.00","523,975"
3095,13. January 2010,"7,391.00","7,420.00","521,775"
3096,12. January 2010,"7,425.00","7,455.00","517,175"
3097,11. January 2010,"7,685.00","7,700.00","515,200"
3098,08. January 2010,"7,446.00","7,465.50","510,625"
3099,07. January 2010,"7,594.00","7,610.00","507,475"
3100,06. January 2010,"7,587.50","7,620.00","507,400"
3101,05. January 2010,"7,436.00","7,485.00","505,350"
3102,04. January 2010,"7,464.00","7,504.00","502,400"
3103,31. December 2009,"7,346.00","7,377.00","502,325"
3104,30. December 2009,"7,295.00","7,321.50","495,950"
3105,29. December 2009,"7,221.00","7,261.00","485,925"
3106,24. December 2009,"7,070.00","7,100.50","484,800"
3107,23. December 2009,"6,901.00","6,945.00","482,775"
3108,22. December 2009,"6,856.00","6,900.00","480,900"
3109,21. December 2009,"6,880.00","6,905.00","479,450"
3110,18. December 2009,"6,841.00","6,895.00","476,350"
3111,17. December 2009,"6,900.50","6,950.00","474,575"
3112,16. December 2009,"6,946.00","6,995.50","473,275"
3113,15. December 2009,"6,800.50","6,846.00","470,800"
3114,14. December 2009,"6,920.00","6,925.00","467,150"
3115,11. December 2009,"6,871.00","6,915.00","466,075"
3116,10. December 2009,"6,810.00","6,835.00","461,625"
3117,09. December 2009,"6,935.00","6,970.00","458,500"
3118,08. December 2009,"6,960.50","7,005.00","453,300"
3119,07. December 2009,"6,920.50","6,963.00","452,550"
3120,04. December 2009,"7,026.00","7,070.00","446,075"
3121,03. December 2009,"7,071.00","7,100.50","445,400"
3122,02. December 2009,"7,055.00","7,080.00","443,000"
3123,01. December 2009,"6,990.00","7,016.00","441,000"
3124,30. November 2009,"6,814.50","6,832.00","438,525"
3125,27. November 2009,"6,755.00","6,771.00","435,075"
3126,26. November 2009,"6,904.50","6,935.00","432,075"
3127,25. November 2009,"6,914.00","6,937.00","431,600"
3128,24. November 2009,"6,865.00","6,900.00","429,650"
3129,23. November 2009,"6,945.50","6,970.00","424,925"
3130,20. November 2009,"6,731.00","6,760.00","421,875"
3131,19. November 2009,"6,761.00","6,791.00","420,550"
3132,18. November 2009,"6,926.00","6,950.50","414,100"
3133,17. November 2009,"6,761.00","6,790.50","410,000"
3134,16. November 2009,"6,700.50","6,705.00","406,450"
3135,13. November 2009,"6,500.00","6,512.00","403,625"
3136,12. November 2009,"6,475.00","6,490.00","402,125"
3137,11. November 2009,"6,595.50","6,621.50","397,325"
3138,10. November 2009,"6,475.00","6,488.00","394,150"
3139,09. November 2009,"6,565.00","6,585.00","389,475"
3140,06. November 2009,"6,532.00","6,561.00","385,575"
3141,05. November 2009,"6,527.50","6,552.00","379,825"
3142,04. November 2009,"6,571.00","6,591.00","374,050"
3143,03. November 2009,"6,395.50","6,416.00","373,800"
3144,02. November 2009,"6,473.00","6,502.00","372,175"
3145,30. October 2009,"6,575.00","6,580.50","372,200"
3146,29. October 2009,"6,424.50","6,455.00","371,400"
3147,28. October 2009,"6,475.00","6,505.00","371,725"
3148,27. October 2009,"6,563.00","6,595.00","370,650"
3149,26. October 2009,"6,675.50","6,696.00","368,850"
3150,23. October 2009,"6,640.00","6,650.00","367,075"
3151,22. October 2009,"6,565.50","6,596.00","364,075"
3152,21. October 2009,"6,346.00","6,370.00","362,550"
3153,20. October 2009,"6,444.00","6,460.50","357,275"
3154,19. October 2009,"6,260.00","6,280.50","356,725"
3155,16. October 2009,"6,160.50","6,195.00","357,850"
3156,15. October 2009,"6,077.00","6,101.00","353,325"
3157,14. October 2009,"6,192.00","6,211.00","353,225"
3158,13. October 2009,"6,282.00","6,300.00","347,950"
3159,12. October 2009,"6,236.00","6,261.00","347,375"
3160,09. October 2009,"6,265.50","6,285.50","346,600"
3161,08. October 2009,"6,241.50","6,267.00","346,850"
3162,07. October 2009,"6,060.50","6,080.50","347,150"
3163,06. October 2009,"6,042.00","6,061.00","346,425"
3164,05. October 2009,"5,856.00","5,886.00","345,225"
3165,02. October 2009,"5,872.00","5,895.00","345,425"
3166,01. October 2009,"6,082.00","6,107.00","346,050"
3167,30. September 2009,"6,136.00","6,155.00","345,650"
3168,29. September 2009,"5,934.50","5,940.50","344,225"
3169,28. September 2009,"5,896.00","5,901.00","344,350"
3170,25. September 2009,"5,966.00","5,990.00","340,700"
3171,24. September 2009,"6,089.50","6,091.00","340,875"
3172,23. September 2009,"6,111.00","6,137.00","331,950"
3173,22. September 2009,"6,295.50","6,310.00","331,775"
3174,21. September 2009,"6,089.00","6,091.00","331,825"
3175,18. September 2009,"6,231.00","6,256.00","327,700"
3176,17. September 2009,"6,302.00","6,351.00","324,375"
3177,16. September 2009,"6,315.50","6,336.00","323,225"
3178,15. September 2009,"6,156.00","6,195.00","322,550"
3179,14. September 2009,"6,145.50","6,140.00","319,800"
3180,11. September 2009,"6,290.00","6,310.00","318,325"
3181,10. September 2009,"6,305.00","6,301.00","317,575"
3182,09. September 2009,"6,415.50","6,432.00","316,800"
3183,08. September 2009,"6,465.50","6,450.00","315,550"
3184,07. September 2009,"6,297.50","6,315.00","310,925"
3185,04. September 2009,"6,280.00","6,300.50","308,200"
3186,03. September 2009,"6,280.00","6,281.00","306,350"
3187,02. September 2009,"6,080.00","6,085.00","302,950"
3188,01. September 2009,"6,240.50","6,261.00","299,950"
3189,28. August 2009,"6,490.50","6,500.00","298,925"
3190,27. August 2009,"6,261.00","6,290.00","297,550"
3191,26. August 2009,"6,305.00","6,310.00","296,400"
3192,25. August 2009,"6,285.50","6,310.00","296,600"
3193,24. August 2009,"6,361.00","6,362.00","292,725"
3194,21. August 2009,"6,135.00","6,160.00","293,125"
3195,20. August 2009,"6,122.00","6,122.00","293,250"
3196,19. August 2009,"5,947.00","5,945.00","292,000"
3197,18. August 2009,"6,116.00","6,121.50","292,750"
3198,17. August 2009,"6,096.00","6,076.00","294,050"
3199,14. August 2009,"6,386.00","6,400.00","292,875"
3200,13. August 2009,"6,419.00","6,415.50","291,975"
3201,12. August 2009,"6,029.00","6,026.50","292,400"
3202,11. August 2009,"6,136.00","6,137.00","291,175"
3203,10. August 2009,"6,197.00","6,201.00","291,275"
3204,07. August 2009,"5,964.00","5,971.00","292,125"
3205,06. August 2009,"6,035.00","6,038.00","284,375"
3206,05. August 2009,"6,132.00","6,139.00","285,100"
3207,04. August 2009,"5,917.00","5,923.00","285,900"
3208,03. August 2009,"5,972.00","5,985.00","282,125"
3209,31. July 2009,"5,750.00","5,710.00","280,875"
3210,30. July 2009,"5,497.00","5,501.00","278,050"
3211,29. July 2009,"5,410.50","5,421.00","278,350"
3212,28. July 2009,"5,615.00","5,625.00","278,925"
3213,27. July 2009,"5,615.00","5,621.00","277,425"
